Variable,Var_description,Value,Label,Measurement_level,BaseData_Type,Name_BaseData,Filter_Variables
PERSOON,new person,0,no new person,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
PERSOON,new person,1,new person,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
HHID,Unique Household ID,999999999,Input,Scale,Mobility,MPNWAVE6_DAGBOEKdata,1
PERSID,Unique ID of Person,999999999,Unique ID of Person,Scale,Mobility,MPNWAVE6_DAGBOEKdata,1
HH_VALID,Complete household yes or no,0,"Not a complete household, not all persons completed the questionnaire",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
HH_VALID,Complete household yes or no,1,"Not a complete household, but all persons completed the questionnaire",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
HH_VALID,Complete household yes or no,2,Yes a complete household,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
HH_VALID,Complete household yes or no,3,No household questionnaire,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
IMPHHDATA,Imputation household characteristics,0,"no household questionnaire, did not participate in 2017",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
IMPHHDATA,Imputation household characteristics,1,"no household questionnaire, imputation of household characteristics 2017",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
IMPHHDATA,Imputation household characteristics,2,household questionnaire is completed,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
P_VALID,Person completed the survey,0,"no questions asked, person is younger than 12 years old",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
P_VALID,Person completed the survey,1,person did not complete the questionnaire,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
P_VALID,Person completed the survey,2,person completed the questionnaire and did not complete the diary,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
P_VALID,Person completed the survey,3,person completed the questionnaire and completed the diary,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
P_VALID,Person completed the survey,4,person did not complete the questionnaire but did complete a diary,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VPLID,Unique ID per trip,999999999,Unique ID per trip,Scale,Mobility,MPNWAVE6_DAGBOEKdata,1
WEGGEWEEST,Person travelled on trip day,0,On this day the person did not go somewhere,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
WEGGEWEEST,Person travelled on trip day,1,On this day the person did go somewhere,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTREKP,Departure point 1st trip,1,Own address,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTREKP,Departure point 1st trip,2,Another address,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTREKP,Departure point 1st trip,9,Unknown,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTREKP,Departure point 1st trip,99,On this day the person did not take a trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
AANTVPL,Number of trips per day,99,On this day the person did not take a trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VPLDAGNR,Trip Day Number,0,trip before the first day of recorded trips (spanning one day),Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VPLDAGNR,Trip Day Number,1,first day of recorded trips,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VPLDAGNR,Trip Day Number,2,second day of recorded trips,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VPLDAGNR,Trip Day Number,3,third day of recorded trips,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERPL,New trip,0,no new trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERPL,New trip,1,new trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERPL,New trip,2,regular occupational trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERPL,New trip,3,trip abroad,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERPL,New trip,4,occupational trip by truck,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERPL,New trip,5,vacation trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERPL,New trip,6,multiple occupational trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERPL,New trip,99,On this day the person did not take a trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERPLNR,Trip Number,99,On this day the person did not take a trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
TOER,Departure point of trip is arrival point of trip (round trip),0,No,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
TOER,Departure point of trip is arrival point of trip (round trip),1,Yes,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
TOER,Departure point of trip is arrival point of trip (round trip),99,On this day the person did not take a trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
TOER_TYPE,Round trip type,1,A walking / running / cycling excursion,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
TOER_TYPE,Round trip type,2,Mailing a letter,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
TOER_TYPE,Round trip type,3,Multiple trips for work,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
TOER_TYPE,Round trip type,4,Walking the dog,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
TOER_TYPE,Round trip type,5,Other,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
TOER_TYPE,Round trip type,6,Touring by car / motorcycle,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
TOER_TYPE,Round trip type,7,Picking up / dropping off people,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
TOER_TYPE,Round trip type,8,"Unkown, trip not reported as round trip",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
TOER_TYPE,Round trip type,9,Did not make round trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
TOER_TYPE,Round trip type,99,On this day the person did not take a trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
AANTRIT,Number of trip segments per day,99,On this day the person did not take a trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
DOEL,"Destination, objective of trip",1,To home,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
DOEL,"Destination, objective of trip",2,Work,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
DOEL,"Destination, objective of trip",3,Business-related visit in work context,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
DOEL,"Destination, objective of trip",4,Transport as a profession,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
DOEL,"Destination, objective of trip",5,"Dropping off, picking up people",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
DOEL,"Destination, objective of trip",6,"Delivering, picking up goods",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
DOEL,"Destination, objective of trip",7,"Following education study, courses",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
DOEL,"Destination, objective of trip",8,"Shopping, doing grocery shopping",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
DOEL,"Destination, objective of trip",9,Visitation,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
DOEL,"Destination, objective of trip",10,"Touring, hiking",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
DOEL,"Destination, objective of trip",11,"Sports, hobby",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
DOEL,"Destination, objective of trip",12,Other leisure time activities,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
DOEL,"Destination, objective of trip",13,"Services, personal care",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
DOEL,"Destination, objective of trip",14,Other purpose,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
DOEL,"Destination, objective of trip",15,Unknown,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
DOEL,"Destination, objective of trip",99,On this day the person did not take a trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
MOTIEF,Purpose of trip,1,To and from work,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
MOTIEF,Purpose of trip,2,Business-related visit in work context,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
MOTIEF,Purpose of trip,3,Transport as a profession,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
MOTIEF,Purpose of trip,4,"Dropping off, picking up people",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
MOTIEF,Purpose of trip,5,"Delivering, picking up goods",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
MOTIEF,Purpose of trip,6,"Following education study, courses",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
MOTIEF,Purpose of trip,7,"Shopping, doing grocery shopping",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
MOTIEF,Purpose of trip,8,Visitation,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
MOTIEF,Purpose of trip,9,"Touring, hiking",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
MOTIEF,Purpose of trip,10,"Sports, hobby",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
MOTIEF,Purpose of trip,11,Other leisure time activities,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
MOTIEF,Purpose of trip,12,"Services, personal care",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
MOTIEF,Purpose of trip,13,Other purpose,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
MOTIEF,Purpose of trip,14,Unknown,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
MOTIEF,Purpose of trip,99,On this day the person did not take a trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
KMOTIEF,Classification of purpose,1,To and from work,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KMOTIEF,Classification of purpose,2,Business-related visit in work context,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KMOTIEF,Classification of purpose,3,"Services, personal care",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KMOTIEF,Classification of purpose,4,"Shopping, doing grocery shopping",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KMOTIEF,Classification of purpose,5,"Following education study, courses",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KMOTIEF,Classification of purpose,6,Visitation,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KMOTIEF,Classification of purpose,7,Social recreational other,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KMOTIEF,Classification of purpose,8,"Touring, hiking",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KMOTIEF,Classification of purpose,9,Other purpose,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KMOTIEF,Classification of purpose,10,Unknown,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KMOTIEF,Classification of purpose,99,On this day the person did not take a trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTPROV,Province of Departure,0,No departure point in the Netherlands,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTPROV,Province of Departure,20,Groningen,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTPROV,Province of Departure,21,Friesland,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTPROV,Province of Departure,22,Drenthe,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTPROV,Province of Departure,23,Overijssel,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTPROV,Province of Departure,24,Flevoland,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTPROV,Province of Departure,25,Gelderland,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTPROV,Province of Departure,26,Utrecht,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTPROV,Province of Departure,27,North-Holland,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTPROV,Province of Departure,28,South-Holland,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTPROV,Province of Departure,29,Zeeland,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTPROV,Province of Departure,30,North-Brabant,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTPROV,Province of Departure,31,Limburg,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTPROV,Province of Departure,88,Province of departure unknown,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTPROV,Province of Departure,99,On this day the person did not take a trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
AFSTV_ORG,Traveldistance according to respondent,999999999,,Scale,Mobility,MPNWAVE6_DAGBOEKdata,0
G_AFSTAND,Traveldistance according to google maps,999999999,,Scale,Mobility,MPNWAVE6_DAGBOEKdata,0
AANKPROV,Province of Arrival,0,No arrival point in the Netherlands,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
AANKPROV,Province of Arrival,20,Groningen,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
AANKPROV,Province of Arrival,21,Friesland,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
AANKPROV,Province of Arrival,22,Drenthe,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
AANKPROV,Province of Arrival,23,Overijssel,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
AANKPROV,Province of Arrival,24,Flevoland,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
AANKPROV,Province of Arrival,25,Gelderland,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
AANKPROV,Province of Arrival,26,Utrecht,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
AANKPROV,Province of Arrival,27,North-Holland,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
AANKPROV,Province of Arrival,28,South-Holland,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
AANKPROV,Province of Arrival,29,Zeeland,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
AANKPROV,Province of Arrival,30,North-Brabant,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
AANKPROV,Province of Arrival,31,Limburg,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
AANKPROV,Province of Arrival,88,Province of arrival unknown,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
AANKPROV,Province of Arrival,99,On this day the person did not take a trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KAFSTV,Distance class trip,1,"0,1-0,5 km",Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KAFSTV,Distance class trip,2,0.5-1.0 km,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KAFSTV,Distance class trip,3,1.0-2.5 km,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KAFSTV,Distance class trip,4,2.5-3.7 km,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KAFSTV,Distance class trip,5,3.7-5.0 km,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KAFSTV,Distance class trip,6,5.0-7.5 km,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KAFSTV,Distance class trip,7,7.5-10 km,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KAFSTV,Distance class trip,8,10-15 km,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KAFSTV,Distance class trip,9,15-20 km,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KAFSTV,Distance class trip,10,20-30 km,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KAFSTV,Distance class trip,11,30-40 km,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KAFSTV,Distance class trip,12,40-50 km,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KAFSTV,Distance class trip,13,>50 km,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
HVM,Main transport mode trip,1,"Car as driver (gasoline, diesel or LPG)",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,2,"Car as driver (electric, hydrogen or hybrid)",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,3,"Car as passenger (gasoline, diesel or LPG)",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,4,"Car as passenger (electric, hydrogen or hybrid)",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,5,Van,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,6,Motorcycle,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,7,Train,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,8,Express tram/metro,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,9,Tram,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,10,Bus,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,11,Scooter,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,12,Moped,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,13,Electric scooter,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,14,"Bicycle, racing bicycle",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,15,"Electric bicycle, e-bike",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,16,Public Transport rental bicycle,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,17,Walking,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,18,Truck,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,19,Camper,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,20,Taxi,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,21,Touring car/bus (not Public Transport),Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,22,Agricultural vehicle,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,23,Boat (scheduled service / ferry),Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,24,Airplane,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,25,"Skates, rollerblades, push-scooter, Segway",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,26,Handicap-accessible vehicle,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,27,"Speed pedelec (max. 45 km/h, helmet required)",Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,28,Folding bicycle,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,29,Other,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,98,Means of transport not stored,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
HVM,Main transport mode trip,99,On this day the person did not take a trip,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
KHVM,Main transport mode class trip,1,Car as driver,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KHVM,Main transport mode class trip,2,Car as passenger,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KHVM,Main transport mode class trip,3,Train,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KHVM,Main transport mode class trip,4,Bus/tram/metro,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KHVM,Main transport mode class trip,5,Scooter/moped,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KHVM,Main transport mode class trip,6,Bicycle,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KHVM,Main transport mode class trip,7,Walking,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KHVM,Main transport mode class trip,8,Other,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
KVERTTIJD,Departure time class trip,1,0 to 4:00,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KVERTTIJD,Departure time class trip,2,4:00 to 7:00,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KVERTTIJD,Departure time class trip,3,7:00 to 8:00,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KVERTTIJD,Departure time class trip,4,8:00 to 9:00,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KVERTTIJD,Departure time class trip,5,9:00 to 12:00,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KVERTTIJD,Departure time class trip,6,12:00 to 13:00,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KVERTTIJD,Departure time class trip,7,13:00 to 14:00,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KVERTTIJD,Departure time class trip,8,14:00 to 16:00,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KVERTTIJD,Departure time class trip,9,16:00 to 17:00,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KVERTTIJD,Departure time class trip,10,17:00 to 18:00,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KVERTTIJD,Departure time class trip,11,18:00 to 19:00,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KVERTTIJD,Departure time class trip,12,19:00 to 20:00,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KVERTTIJD,Departure time class trip,13,20:00 to 24:00,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KREISDUUR,Travel duration class of trip,1,1 to 5 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KREISDUUR,Travel duration class of trip,2,5 to 10 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KREISDUUR,Travel duration class of trip,3,10 to 15 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KREISDUUR,Travel duration class of trip,4,15 to 20 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KREISDUUR,Travel duration class of trip,5,20 to 25 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KREISDUUR,Travel duration class of trip,6,25 to 30 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KREISDUUR,Travel duration class of trip,7,30 to 45 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KREISDUUR,Travel duration class of trip,8,45 to 60 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KREISDUUR,Travel duration class of trip,9,60 to 90 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KREISDUUR,Travel duration class of trip,10,90 to 120 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
KREISDUUR,Travel duration class of trip,11,120 minutes or more,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
REISDUUR_ORG,Traveltime according to respondent,999999999,,Scale,Mobility,MPNWAVE6_DAGBOEKdata,0
G_REISDUUR,Traveltime according to google maps,999999999,,Scale,Mobility,MPNWAVE6_DAGBOEKdata,0
ROLAUTO,Role in car trip,0,No trip by car,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
ROLAUTO,Role in car trip,1,Driver of car,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
ROLAUTO,Role in car trip,2,Passenger in car,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,1
PARKEERKOSTEN,Parking fees car trip (euro),0,<none>,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
PARKEERKOSTEN,Parking fees car trip (euro),1,less than 0.50 €,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
PARKEERKOSTEN,Parking fees car trip (euro),2,0.50 to 1.00 €,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
PARKEERKOSTEN,Parking fees car trip (euro),3,1.00 to 1.50 €,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
PARKEERKOSTEN,Parking fees car trip (euro),4,1.50 to 2.00 €,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
PARKEERKOSTEN,Parking fees car trip (euro),5,2.00 to 2.50 €,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
PARKEERKOSTEN,Parking fees car trip (euro),6,2.50 to 3.00 €,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
PARKEERKOSTEN,Parking fees car trip (euro),7,3.00 to 3.50 €,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
PARKEERKOSTEN,Parking fees car trip (euro),8,3.50 to 4.00 €,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
PARKEERKOSTEN,Parking fees car trip (euro),9,4.00 to 4.50 €,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
PARKEERKOSTEN,Parking fees car trip (euro),10,4.50 to 5.00 €,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
PARKEERKOSTEN,Parking fees car trip (euro),11,5.00 to 6.00 €,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
PARKEERKOSTEN,Parking fees car trip (euro),12,6.00 to 7.00 €,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
PARKEERKOSTEN,Parking fees car trip (euro),13,7.00 to 8.00 €,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
PARKEERKOSTEN,Parking fees car trip (euro),14,8.00 to 9.00 €,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
PARKEERKOSTEN,Parking fees car trip (euro),15,9.00 to 10.00 €,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
PARKEERKOSTEN,Parking fees car trip (euro),16,10.00 € or more,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTRAGING,Trip delay (in minutes),0,No delay,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTRAGING,Trip delay (in minutes),1,less than 5 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTRAGING,Trip delay (in minutes),2,5 to 10 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTRAGING,Trip delay (in minutes),3,10 to 15 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTRAGING,Trip delay (in minutes),4,15 to 20 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTRAGING,Trip delay (in minutes),5,20 to 30 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTRAGING,Trip delay (in minutes),6,30 tot 40 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTRAGING,Trip delay (in minutes),7,40 to 50 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTRAGING,Trip delay (in minutes),8,50 to 60 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTRAGING,Trip delay (in minutes),9,60 to 90 minutes,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
VERTRAGING,Trip delay (in minutes),10,90 minutes or more,Ordinal,Mobility,MPNWAVE6_DAGBOEKdata,1
RIT,Trip-segment type,0,no new trip-stage,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
RIT,Trip-segment type,1,new trip-stage,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
RIT,Trip-segment type,2,regular occupational trip-stage,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
RIT,Trip-segment type,3,trip-stage undertaken abroad,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
RIT,Trip-segment type,4,occupational trip-stage by truck,Nominal,Mobility,MPNWAVE6_DAGBOEKdata,0
